PRG1,SRK1,PRG2,SRK2,SRK3,BSAA,BSBA,BSCA,PYEA,BSFA,PRGA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PRGC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLFL,PLKL,PSPL,PLSL,PGGM,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PWIN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PMOR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PRGS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,PRGT,BSGT,PWGT,PHIT,BSPT,PGRT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PRAW,PBFW,PLHW,PLTW,PRGY,PLSY,PSTY,sgmp,
0,1,0,0,0,5,10,4,3,10,0,6,0,0,75,Jake,Bolden,0,6,10,82,0,0,0,0,0,0,0,40,87,0,0,38,8057,5863,83,5863,0,0,86,0,45,0,40,0,0,46,40,27,3,3,45,2,2,92,7,89,0,49,40,40,0,1,0,67,87,0,33,0,0,0,28,0,0,10,0,5,0,1,12,2,0,0,0,2,2,1,78,77,74,0,58,53,0,0,0,0,0,40,0,10,48,53,77,75,0,0,40,40,0,5,0,49,1,0,23,32,5,10,41,29,26,73,0,10,49,38,0,0,48,10,10,0,74,21,21,21,81,25,68,83,0,40,0,1,0,0,0,0,
0,1,0,0,0,5,10,7,1,10,0,6,0,0,69,Dominique,Barrett,2,10,10,87,0,0,0,0,0,0,0,40,85,0,0,45,4139,6679,95,6679,0,0,79,2,6,0,45,0,0,56,50,68,3,3,57,2,2,83,0,89,0,64,49,54,0,0,17,59,87,0,18,0,0,0,28,0,0,9,0,5,0,0,11,2,0,0,0,1,1,1,78,52,73,0,59,54,0,0,0,0,0,40,0,9,55,59,67,61,7,0,50,54,0,5,0,52,1,0,51,47,4,6,50,29,0,76,0,0,49,45,5,0,42,10,10,0,59,23,22,21,82,24,69,83,0,54,0,1,0,0,0,0,
0,1,0,0,0,6,10,7,3,10,0,6,3,3,40,Ryan,McClelland,0,10,10,80,0,0,0,0,0,0,0,41,82,0,0,91,11067,5859,83,5859,0,0,87,0,166,0,56,0,0,53,37,54,3,3,63,1,1,81,8,81,1,62,40,40,0,0,17,26,40,0,26,0,0,0,28,0,0,10,0,5,0,0,12,2,0,0,0,1,1,1,40,73,77,0,45,20,0,0,0,0,0,40,0,10,60,49,75,55,10,10,38,38,0,5,3,53,3,16,77,84,0,6,52,29,0,72,0,0,20,67,8,0,56,10,10,0,68,83,92,52,32,53,20,32,0,38,0,1,0,0,0,0,
0,0,0,0,0,6,10,7,0,10,0,6,3,3,40,Shane,Alexander,0,10,10,80,0,0,0,0,0,0,0,47,88,0,0,67,7506,6218,88,6218,0,0,91,0,243,0,40,0,0,56,43,43,3,3,62,1,1,84,0,85,0,54,42,45,0,0,17,25,40,0,19,0,0,0,0,0,0,0,0,5,0,0,39,1,0,0,0,1,1,1,40,0,78,0,50,21,0,0,0,0,0,40,0,0,59,43,68,57,16,16,42,45,0,0,0,55,2,16,79,75,0,6,52,29,0,69,0,0,5,72,8,0,52,10,10,0,50,73,79,53,36,53,44,27,0,45,0,0,0,0,0,0,
0,0,0,0,0,10,2,6,0,4,0,7,3,3,40,Arnold,Hunter,2,10,6,87,0,0,0,0,0,0,0,40,95,0,0,69,4443,6216,88,6216,0,0,81,0,39,0,43,0,1,56,42,64,4,4,61,2,2,64,0,86,1,77,42,42,0,0,17,22,40,0,35,0,0,0,0,0,0,10,0,5,0,0,50,0,0,0,0,2,2,1,40,0,76,0,52,26,0,0,0,0,0,40,0,10,34,76,68,43,0,0,41,43,0,4,0,56,1,13,63,67,5,20,41,0,5,74,0,0,65,67,10,0,56,10,5,0,22,73,68,65,24,53,25,22,0,43,0,0,0,0,0,0,
0,1,0,0,0,5,10,2,2,7,0,8,3,3,40,Marcus,Douglas,2,4,0,76,0,0,0,0,0,0,0,40,87,0,0,71,782,5854,83,5854,0,0,85,2,41,0,41,0,0,42,42,82,3,3,58,1,1,74,0,88,1,73,42,45,0,0,5,19,40,0,36,0,0,0,28,0,0,10,0,6,0,0,42,1,0,0,0,1,1,1,40,66,69,0,47,31,0,0,0,0,0,40,0,10,46,68,73,54,11,11,42,44,0,2,0,38,5,14,75,73,5,26,37,10,11,75,0,9,87,77,8,0,54,4,10,0,21,76,67,77,23,75,16,23,0,44,0,1,0,0,0,0,
0,1,0,0,0,5,10,4,0,10,0,6,0,0,74,Darryl,Hammond,0,6,10,74,0,0,0,0,0,0,0,40,67,0,0,36,2087,6197,88,6197,0,0,64,2,161,0,40,0,0,38,39,39,3,3,40,2,2,62,0,76,0,40,40,40,0,0,0,51,58,0,24,0,0,0,28,0,0,0,0,5,0,0,4,1,0,0,0,1,1,1,79,53,59,0,50,50,0,0,0,0,0,40,0,0,42,54,66,64,3,3,38,37,0,3,0,24,1,0,27,38,5,10,33,29,26,71,0,10,65,35,0,0,40,10,10,0,65,15,23,24,62,25,60,57,0,37,0,1,0,0,0,0,
0,1,0,0,0,8,10,5,2,10,0,7,3,3,40,Albert,Mosley,3,8,7,82,0,0,0,0,0,0,0,40,91,0,0,63,7486,6193,88,6193,0,0,82,2,170,0,40,0,1,59,20,69,3,3,77,1,1,80,0,84,1,63,40,40,0,0,5,41,40,0,31,0,0,0,28,0,0,0,0,6,0,0,44,1,0,0,0,1,1,1,40,36,72,0,52,29,0,0,0,0,0,40,0,0,62,66,67,55,3,3,19,39,0,4,0,54,2,17,81,80,0,6,59,30,0,75,0,0,44,78,0,0,50,0,1,0,55,74,60,57,27,52,36,23,0,40,0,1,0,2,0,0,
0,1,0,0,0,6,10,7,0,10,0,6,3,3,40,Paul,Foster,0,10,10,84,0,0,0,0,0,0,0,40,78,0,0,37,10801,6188,88,6188,0,0,87,2,11,0,43,0,0,60,23,18,3,3,71,1,1,67,0,83,1,40,40,42,0,0,15,58,61,0,32,0,0,0,28,0,0,0,0,6,0,0,1,0,0,0,0,1,1,1,40,41,82,0,96,55,0,0,0,0,0,40,0,0,78,51,68,54,0,0,23,23,0,6,3,74,3,3,26,43,0,6,69,29,0,73,0,0,23,48,5,0,77,10,10,0,81,21,23,24,67,33,50,63,0,23,0,1,0,0,0,0,
0,0,0,0,0,5,10,5,0,10,0,7,0,0,76,Alex,Wilkerson,1,8,7,85,0,0,0,0,0,0,0,40,65,0,0,37,8313,6215,88,6215,0,0,65,0,1,0,40,0,0,44,39,21,3,3,46,2,2,71,0,86,1,44,40,40,0,1,17,46,59,0,25,0,0,0,0,0,0,0,0,5,0,0,15,1,0,0,0,1,1,1,82,0,65,0,66,46,0,0,0,0,0,40,0,0,47,52,68,60,10,10,39,40,0,3,0,26,1,0,24,32,1,6,40,30,0,76,0,0,54,34,0,0,44,0,1,0,71,29,24,23,71,23,65,59,0,40,0,1,0,0,0,0,
0,1,0,0,0,10,10,4,1,10,0,6,3,3,40,Matt,Martinez,0,6,10,81,0,0,0,0,0,0,0,40,79,0,0,30,8704,3226,46,6676,0,0,88,2,40,0,40,0,0,57,41,26,3,3,61,2,2,80,0,80,1,40,41,43,0,0,15,61,68,0,38,0,0,0,9,0,1,0,0,6,0,0,30,1,0,0,0,1,1,1,40,52,74,0,67,69,0,0,0,0,0,40,1,0,62,59,69,56,11,11,41,42,0,6,0,61,1,1,26,42,5,10,59,29,26,71,0,10,47,41,0,0,72,10,10,0,78,31,18,21,83,32,68,73,0,43,0,0,0,0,0,0,
0,1,0,0,0,5,10,7,2,10,0,6,0,0,80,Cole,Hines,0,10,10,80,0,0,0,0,0,0,0,40,70,0,0,36,10899,5853,83,5853,0,0,58,2,9,0,53,0,1,38,40,42,3,3,40,2,2,59,0,90,0,40,40,40,0,1,17,54,59,0,30,0,0,0,28,0,0,10,0,5,0,0,2,0,0,0,0,1,1,1,83,67,56,0,54,48,0,0,0,0,0,40,0,10,40,52,73,67,0,0,40,39,0,2,0,16,1,0,33,35,4,6,33,29,0,76,0,0,51,35,5,0,40,10,10,0,56,20,26,25,55,24,47,59,0,38,0,1,0,0,0,0,
0,1,0,0,0,5,5,5,3,5,0,5,10,10,32,Lem,Watley-Neely,2,5,5,90,0,0,0,0,0,0,0,26,91,0,0,84,5454,2536,36,2536,0,0,89,2,190,0,29,0,0,42,21,73,0,0,75,2,2,90,12,82,1,86,44,46,0,0,17,28,32,0,49,0,0,0,28,0,0,0,0,5,0,0,12,2,0,0,0,1,1,1,31,87,91,0,39,30,0,0,0,0,0,22,0,0,40,64,82,79,0,0,32,32,0,6,0,53,2,16,75,77,9,1,41,1,1,72,0,1,15,74,1,0,29,1,1,0,30,88,87,50,34,50,25,31,0,32,0,0,0,0,0,0,
0,1,0,0,0,5,10,2,1,7,0,8,3,3,40,Marcus,Lawrence,2,4,0,76,0,0,0,0,0,0,0,40,84,0,0,60,8842,6672,95,6672,0,0,83,2,170,0,46,0,0,52,42,81,4,4,67,2,2,81,0,90,1,63,42,43,0,0,15,19,40,0,34,0,0,0,28,0,0,0,0,6,0,0,1,0,0,0,0,2,2,1,40,48,77,0,52,23,0,0,0,0,0,40,0,0,23,75,66,56,11,11,42,44,0,6,0,53,3,14,69,71,5,26,37,10,11,73,0,9,69,72,8,0,59,4,10,0,36,72,75,66,18,66,27,21,0,43,0,1,0,0,0,0,
0,1,0,0,0,0,5,7,0,4,0,1,0,0,40,Chris,Harrell,4,7,4,79,0,0,0,0,0,0,0,40,84,0,0,40,7446,6184,88,6184,0,0,83,2,170,0,50,0,0,62,71,46,3,3,69,2,2,84,0,71,1,40,73,70,0,0,20,70,72,0,60,0,0,0,28,0,0,10,0,5,0,0,41,2,0,0,0,2,2,1,40,39,71,0,77,71,0,0,0,0,0,40,0,10,58,68,73,65,12,12,70,68,0,3,3,57,1,2,44,44,15,23,57,7,5,74,0,12,94,55,0,0,54,15,13,0,66,43,40,39,61,38,68,77,0,67,0,0,0,0,0,0,
0,1,0,0,0,4,2,8,0,0,0,3,3,3,40,Blaine,Johnson,2,3,2,69,0,0,0,0,0,0,0,40,63,0,0,69,7460,6178,88,6178,0,0,54,2,29,0,40,0,0,47,27,73,4,4,53,1,1,58,0,78,0,70,67,64,0,0,34,36,40,0,64,0,0,0,28,0,3,0,0,5,0,0,57,1,0,0,0,1,1,1,40,44,59,0,48,39,0,0,0,0,0,40,3,0,38,75,64,54,11,11,26,27,0,2,0,34,3,12,71,44,21,21,41,8,20,77,0,16,117,68,0,0,40,10,16,0,32,54,48,69,24,75,28,29,0,28,0,0,0,0,0,0,
0,0,0,0,0,6,10,7,0,10,0,6,3,3,40,Lawrence,Chase,0,10,10,79,0,0,0,0,0,3,3,40,87,0,0,34,10044,6213,88,6213,0,0,86,0,201,0,47,0,1,68,28,42,3,3,72,1,1,78,0,81,1,53,40,40,0,0,15,55,43,0,23,0,0,0,0,0,0,9,0,5,0,0,80,1,0,0,0,1,1,1,40,0,78,0,67,56,0,0,0,0,0,40,0,9,70,52,67,57,6,6,27,20,0,4,0,57,1,3,35,46,0,6,60,29,0,73,0,0,42,37,5,0,75,10,10,0,75,32,30,32,43,33,59,53,0,20,0,0,0,0,0,0,
0,0,0,0,0,6,10,7,0,10,0,6,3,3,60,Chaz,Cook,0,10,10,85,0,0,0,0,0,0,0,40,84,0,0,67,37,6210,88,6210,0,0,89,0,68,0,40,0,0,58,39,48,3,3,56,1,1,76,0,82,0,59,40,44,0,0,17,20,40,0,33,0,0,0,0,0,0,0,0,5,0,0,20,2,0,0,0,1,1,1,58,0,84,0,59,27,0,0,0,0,0,40,0,0,61,53,65,66,0,0,39,44,0,6,0,57,1,16,63,74,0,6,65,29,0,71,0,0,6,66,8,0,54,10,10,0,64,73,76,51,52,50,24,21,0,43,0,1,0,0,0,0,
0,1,0,0,0,10,2,6,0,4,0,7,3,3,47,Lamar,Jones,4,10,6,89,0,0,0,0,0,0,0,40,90,0,0,74,5649,6160,88,6160,0,0,84,2,13,0,56,0,0,76,38,45,3,3,76,2,2,78,0,89,1,75,40,40,0,0,20,55,68,0,42,0,0,0,28,0,0,3,0,5,0,0,37,0,0,0,0,2,2,1,47,40,82,0,74,61,0,0,0,0,0,40,0,3,74,75,67,57,0,0,39,39,0,3,0,53,1,13,62,69,5,20,73,0,5,73,0,0,73,74,10,0,82,10,5,0,69,74,70,39,77,41,88,80,0,39,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,1,10,0,6,3,3,40,Bobby,Hill,1,10,10,81,0,0,0,0,0,0,0,40,87,0,0,58,8781,6669,95,6669,0,0,79,2,123,0,71,0,0,56,27,65,3,3,74,1,1,81,0,89,1,77,40,40,0,0,17,24,44,0,38,0,0,0,28,0,0,0,0,5,0,0,29,1,0,0,0,1,1,1,40,44,80,0,48,35,0,0,0,0,0,40,0,0,59,62,68,64,0,0,28,32,0,6,3,61,3,18,73,90,0,6,52,29,0,74,0,0,58,69,5,0,53,10,10,0,60,52,69,58,40,56,23,34,0,31,0,1,0,0,0,0,
0,1,0,0,0,4,2,8,1,0,0,3,3,3,40,Josh,James,3,3,2,75,0,0,0,0,0,0,0,40,80,0,0,34,8828,6668,95,6668,0,0,60,2,180,0,40,0,0,36,72,38,4,4,41,2,2,63,0,80,0,40,74,65,0,0,34,34,40,0,78,0,0,0,28,1,0,0,0,5,0,0,64,2,0,0,0,2,2,1,40,43,40,0,41,34,0,0,0,1,0,40,0,0,36,76,62,62,14,14,73,65,0,4,0,22,5,7,34,28,21,21,20,8,20,77,0,16,117,35,0,0,42,10,16,0,22,28,32,29,17,29,20,17,0,66,0,0,0,0,0,0,
0,1,0,0,0,4,2,8,2,0,0,3,13,13,40,Marcus,Williams,2,3,2,61,0,0,0,0,0,0,0,40,78,0,0,35,10865,5849,83,5849,0,0,61,2,171,0,40,0,0,34,76,37,4,4,40,2,2,63,2,75,0,46,74,75,0,0,20,38,40,0,64,0,0,0,28,1,0,0,0,5,0,0,61,1,0,0,0,2,2,1,40,72,40,0,40,41,0,0,0,1,0,40,0,0,35,70,64,64,11,11,77,76,0,4,0,15,5,6,36,28,21,21,20,8,20,76,0,16,128,60,0,0,40,10,16,0,45,31,30,31,48,31,35,34,0,76,0,0,0,0,0,0,
0,1,0,0,0,5,5,5,3,5,0,5,10,10,40,Caleb,Murphy,2,5,5,70,0,0,0,0,3,0,0,40,90,0,0,67,3336,2546,36,2546,0,0,72,2,15,0,50,0,0,79,77,69,0,0,92,2,2,87,17,80,1,67,80,88,0,0,5,65,72,0,86,2,0,0,28,0,0,0,0,5,0,0,96,0,0,0,0,2,2,1,40,68,75,0,76,54,0,0,0,0,0,40,0,0,79,91,91,75,12,12,81,72,0,6,0,81,5,4,68,51,11,12,71,12,12,76,0,12,100,66,12,0,54,12,12,0,52,50,47,68,51,66,65,51,0,72,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,2,10,0,6,3,3,40,Daniel,Sisk,0,10,10,79,0,0,0,0,0,0,0,40,93,0,0,19,10927,5842,83,5842,0,0,86,2,51,0,52,0,0,58,41,39,3,3,66,2,2,97,0,86,1,46,41,42,0,0,15,77,65,0,43,0,0,0,28,0,0,0,0,5,0,0,23,2,0,0,0,1,1,1,40,68,77,0,66,85,0,0,0,0,0,40,0,0,60,55,73,60,10,10,40,41,0,3,0,70,1,1,32,52,0,6,57,29,0,72,0,0,34,40,5,0,59,10,10,0,74,18,25,31,86,32,80,83,0,42,0,0,0,0,0,0,
0,0,0,0,0,6,10,7,0,10,0,6,3,3,40,Adam,Griffin,0,10,10,81,0,0,0,0,0,0,0,40,84,0,0,35,65,6204,88,6204,0,0,84,0,210,0,40,0,0,58,36,37,3,3,62,2,2,80,0,81,1,43,40,40,0,0,15,55,64,0,43,0,0,0,0,0,0,0,0,5,0,0,46,2,0,0,0,1,1,1,40,0,76,0,63,66,0,0,0,0,0,40,0,0,66,56,65,55,11,11,37,37,0,4,0,70,1,1,34,43,0,6,60,29,0,71,0,0,44,37,5,0,68,10,10,0,69,34,34,32,73,30,75,76,0,36,0,1,0,0,0,0,
0,0,0,0,0,6,10,7,0,10,0,6,3,3,40,Tyrone,Allen,0,10,10,79,0,0,0,0,0,0,0,40,83,0,0,34,8059,6200,88,6200,0,0,85,0,48,0,53,0,0,68,28,42,3,3,72,1,1,75,0,81,1,53,40,40,0,0,15,55,43,0,24,0,0,0,0,0,0,0,0,5,0,0,85,1,0,0,0,1,1,1,40,0,78,0,67,56,0,0,0,0,0,40,0,0,69,44,65,56,16,16,27,20,0,2,0,58,1,3,35,45,0,6,60,29,0,76,0,0,70,38,5,0,75,10,10,0,76,32,29,33,42,33,60,54,0,20,0,1,0,0,0,0,
0,1,0,0,0,6,10,7,3,10,0,6,0,0,54,Preston,Sarria,0,10,10,85,0,0,0,0,0,0,0,81,56,0,0,37,1099,6155,87,6155,0,0,51,0,45,0,40,0,0,19,15,45,3,3,40,1,1,51,15,81,0,40,40,40,0,1,0,41,49,0,15,0,0,0,28,0,0,0,0,5,0,0,9,1,0,0,0,1,1,1,54,51,51,0,40,37,0,0,0,0,0,90,0,0,15,51,85,65,11,11,14,16,0,6,0,19,3,20,36,26,0,6,22,29,0,71,0,0,51,35,0,0,40,10,10,0,65,38,33,34,64,35,59,48,0,16,0,0,0,2,0,0,
0,1,0,0,0,6,10,7,1,10,0,6,3,3,84,Chad,Washington,0,10,10,89,0,0,0,0,0,0,0,49,90,0,0,82,10882,6153,87,6153,0,0,92,0,199,0,40,0,0,65,39,22,3,3,81,1,1,88,30,83,1,65,40,40,0,0,17,57,64,0,36,0,0,0,28,0,0,0,0,5,0,0,31,0,0,0,0,1,1,1,86,71,81,0,66,60,0,0,0,0,0,48,0,0,81,48,80,54,11,11,39,39,0,1,3,77,1,16,92,82,0,6,81,29,0,73,0,0,36,64,8,0,61,10,10,0,65,86,88,39,77,32,74,80,0,39,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,2,10,0,6,3,3,40,Arthur,Wilson,1,10,10,82,0,0,0,0,0,0,0,40,83,0,0,34,10808,5839,83,5839,0,0,90,2,169,0,40,0,0,59,31,21,3,3,66,1,1,83,0,82,1,40,40,40,0,0,17,43,53,0,35,0,0,0,28,0,0,0,0,5,0,0,10,2,0,0,0,1,1,1,40,62,81,0,95,51,0,0,0,0,0,40,0,0,75,40,70,63,10,10,31,27,0,3,3,76,1,3,27,44,0,6,74,29,0,77,0,0,58,46,5,0,76,10,10,0,73,23,21,24,61,33,54,70,0,26,0,0,0,0,0,0,
0,1,0,0,0,6,10,7,3,10,0,6,3,3,40,Bo,Rivas,0,10,10,81,0,0,0,0,0,0,0,40,84,0,0,81,10926,5834,83,5834,0,0,87,0,157,0,52,0,0,53,39,44,3,3,57,1,1,79,3,90,0,66,40,40,0,0,15,26,40,0,27,0,0,0,28,0,0,0,0,6,0,0,23,2,0,0,0,1,1,1,40,64,84,0,46,29,0,0,0,0,0,40,0,0,54,52,71,58,16,16,39,39,0,2,0,48,3,16,71,79,0,6,54,29,0,70,0,0,0,70,8,0,53,10,10,0,62,92,71,53,48,53,40,35,0,39,0,1,0,0,0,0,
0,1,0,0,0,5,10,7,2,10,0,6,0,0,82,Dan,Brown,0,10,10,83,0,0,0,0,0,0,0,40,61,0,0,35,10848,5832,83,5832,0,0,57,2,41,0,40,0,0,40,40,43,4,4,40,2,2,57,0,86,0,40,40,40,0,0,0,68,69,0,24,0,0,0,28,0,0,0,0,5,0,0,14,0,0,0,0,1,1,1,81,65,63,0,52,54,0,0,0,0,0,40,0,0,41,64,74,70,9,1,39,40,0,3,0,16,1,0,34,35,4,6,34,29,0,75,0,0,46,35,5,0,41,10,10,0,59,23,18,26,53,24,49,58,0,39,0,1,0,0,0,0,
0,1,0,0,0,8,10,5,3,10,0,7,3,3,40,Scott,Daniels,2,8,7,78,0,0,0,0,0,0,0,40,86,0,0,56,10835,5831,83,5831,0,0,81,0,202,0,60,0,0,45,45,70,3,3,84,1,1,81,12,82,1,83,45,40,0,0,5,18,40,0,19,0,0,0,28,0,0,3,0,5,0,0,26,1,0,0,0,1,1,1,40,70,90,0,49,48,0,0,0,0,0,48,0,3,51,67,72,72,0,0,45,23,0,6,3,57,1,18,72,74,0,6,51,30,0,72,0,0,29,72,0,0,57,0,1,0,62,59,70,51,44,56,15,46,0,23,0,1,0,0,0,0,
0,1,0,0,0,6,10,7,2,10,0,6,3,3,41,Jovon,Moore,0,10,10,75,0,0,0,0,0,0,0,40,90,0,0,67,1154,5825,83,5825,0,0,87,2,4,0,40,0,0,62,36,38,3,3,79,1,1,82,0,87,1,48,40,43,0,0,15,28,40,0,37,0,16,16,28,0,0,0,0,6,0,0,10,1,0,0,0,1,1,1,40,56,87,0,57,27,0,0,0,0,0,40,0,0,58,49,66,62,0,0,37,42,0,4,0,55,1,16,82,69,0,6,53,29,0,73,0,0,22,62,8,0,53,10,10,0,65,71,74,52,30,53,29,31,0,42,0,0,0,0,0,0,
0,1,0,0,0,6,6,6,3,6,0,6,0,0,80,Dexter,Williams II,2,6,6,94,0,0,0,0,0,0,0,40,90,0,0,37,2342,2557,36,2557,0,0,86,2,189,0,28,0,0,35,23,44,0,0,40,2,2,94,27,95,1,40,40,23,0,1,0,52,53,0,20,4,0,0,28,1,0,0,0,5,0,0,5,1,0,0,0,1,1,1,79,80,46,0,60,46,0,0,0,0,0,40,0,0,40,62,80,77,0,0,40,35,0,5,0,21,1,0,34,31,6,6,33,6,6,73,0,6,48,30,6,0,49,6,6,0,40,35,35,15,62,15,63,49,0,35,0,1,0,0,0,0,
0,1,0,0,0,10,5,10,2,10,0,9,3,3,40,Kevin,Harris,3,10,10,72,0,0,0,0,0,0,0,40,69,0,0,78,10760,5822,83,5822,0,0,47,2,228,0,40,0,0,37,18,83,4,4,40,2,2,53,0,78,0,67,64,62,0,0,34,23,40,0,65,0,0,0,28,0,0,10,0,5,0,0,88,2,0,0,0,2,2,1,40,60,59,0,40,24,0,0,0,0,0,40,0,10,36,71,67,59,0,0,19,32,0,6,0,24,5,12,79,48,21,21,34,15,20,72,0,17,125,70,0,0,45,20,16,0,22,54,49,73,28,68,29,21,0,32,0,0,0,0,0,0,
0,1,0,0,0,1,7,7,3,1,0,7,10,10,37,Brady,Feeney,2,7,7,70,0,0,0,0,0,0,0,34,87,0,0,39,6186,2559,36,2559,0,0,64,2,26,0,43,0,1,39,43,37,0,0,41,2,2,86,0,61,0,40,79,79,0,0,20,38,39,0,76,0,0,0,28,1,0,0,0,5,0,0,54,1,0,0,0,1,1,1,37,57,68,0,40,38,0,0,0,1,0,35,0,0,39,87,76,85,0,0,46,45,0,6,0,40,1,6,38,35,16,20,39,20,20,76,0,20,165,39,20,0,37,20,20,0,37,40,40,40,36,38,37,40,0,43,0,0,0,0,0,0,
0,1,0,0,0,10,2,6,0,4,0,7,3,3,40,Dedrick,Clark,1,10,6,85,0,0,0,0,0,0,0,40,82,0,0,74,1101,6148,87,6148,0,0,83,2,12,0,40,0,0,55,39,83,3,3,61,2,2,72,0,91,1,76,40,50,0,0,5,47,40,0,42,0,0,0,28,0,0,0,0,5,0,0,49,1,0,0,0,1,1,1,40,62,60,0,48,45,0,0,0,0,0,40,0,0,55,86,78,43,10,10,39,51,0,0,0,46,1,13,81,69,5,20,41,0,5,75,0,0,57,81,10,0,65,10,5,0,49,70,74,72,74,72,21,41,0,51,0,1,0,0,0,0,
0,1,0,0,0,1,7,7,3,1,0,7,10,10,39,Kahlil,Benson,2,7,7,70,0,0,0,0,0,0,0,39,89,0,0,46,5970,2561,36,2561,0,0,53,2,172,0,52,0,0,36,74,49,0,0,39,2,2,89,2,63,0,41,81,82,0,0,20,41,41,0,87,0,0,0,28,1,0,0,0,5,37,0,67,1,0,0,0,2,2,1,39,66,62,0,39,29,0,0,0,1,0,40,0,0,33,90,81,93,0,0,79,73,0,5,0,24,5,8,35,31,16,20,18,20,20,78,0,20,172,44,20,0,45,20,20,0,35,45,31,46,34,45,36,28,0,82,0,0,0,0,0,0,
0,1,0,0,0,4,2,8,1,0,0,3,3,3,40,Zeph,Brown,4,3,2,72,0,0,0,0,0,0,0,40,64,0,0,67,8847,6664,95,6664,0,0,62,2,169,0,40,0,0,35,25,71,4,4,40,2,2,55,0,80,0,69,64,66,0,0,34,32,40,0,63,0,0,0,28,0,0,0,0,5,0,0,54,1,0,0,0,2,2,1,40,39,47,0,40,19,0,0,0,0,0,40,0,0,36,72,62,56,12,12,25,28,0,3,0,31,5,12,67,50,21,21,34,8,20,76,0,16,91,64,0,0,41,10,16,0,23,52,56,71,25,67,15,28,0,29,0,0,0,0,0,0,
0,1,0,0,0,10,10,4,0,10,0,6,4,4,40,Andy,Johnson,0,6,10,86,0,0,0,0,0,0,0,40,91,0,0,35,88,679,9,679,0,0,90,2,166,0,40,0,0,77,21,35,5,5,78,1,1,79,0,87,1,40,40,41,0,0,17,47,49,0,21,0,0,0,28,0,0,0,0,5,0,0,82,1,0,0,0,1,1,1,40,53,85,0,92,54,0,0,0,0,0,40,0,0,82,54,80,75,4,4,21,28,0,2,0,79,2,3,34,49,5,10,76,29,26,73,0,10,31,38,0,0,66,10,10,0,78,29,29,33,69,31,67,82,0,28,0,1,0,0,0,0,
0,1,0,0,0,6,10,7,2,10,0,6,3,3,40,Brian,Alvarez,0,10,10,67,0,0,0,0,0,0,0,40,89,0,0,46,1102,6143,87,6143,0,0,81,0,40,0,40,0,0,62,49,38,3,3,62,2,2,82,15,86,1,48,48,48,0,0,15,59,88,0,43,0,0,0,28,0,0,0,0,6,0,0,33,1,0,0,0,1,1,1,40,73,76,0,72,66,0,0,0,0,0,40,0,0,66,64,78,48,10,10,49,48,0,4,0,73,2,1,28,39,0,6,69,29,0,71,0,0,31,40,5,0,58,10,10,0,80,40,32,24,90,33,91,86,0,47,0,1,0,1,0,0,
0,1,0,0,0,6,6,6,3,6,0,6,10,10,40,Christopher,Keys,2,6,6,90,0,0,0,0,0,0,0,40,91,0,0,94,5920,2565,36,2565,0,0,89,2,191,0,51,0,1,54,32,59,0,0,74,1,1,92,6,84,1,69,40,30,0,0,17,31,50,0,36,0,0,0,28,0,0,0,0,5,0,0,7,2,0,0,12,1,1,1,40,67,93,0,48,41,0,0,0,0,0,40,0,0,57,63,81,83,0,0,40,35,0,3,3,65,1,16,84,93,5,1,43,1,1,72,0,1,15,60,1,0,61,1,1,0,36,79,84,23,55,22,50,43,0,43,0,0,0,0,0,0,
0,1,0,0,0,10,2,6,1,4,0,7,4,4,40,David,Lloyd,2,10,6,83,0,0,0,0,0,0,0,40,83,0,0,73,2343,674,9,674,0,0,76,0,3,0,46,0,0,57,39,78,5,5,55,2,2,60,2,80,1,85,40,40,0,0,15,38,40,0,42,0,0,0,28,0,0,3,0,6,0,0,42,2,0,0,0,1,1,1,40,37,73,0,61,33,0,0,0,0,0,40,0,3,19,79,75,53,0,0,39,40,0,1,3,57,1,15,71,74,5,20,29,0,5,77,0,0,58,69,10,0,52,10,5,0,35,71,72,69,33,71,17,15,0,40,0,1,0,0,0,0,
